Dacryocystorhinostomy,,,,,,,,,,,,,,,,,
Damage Control Surgery,,,,,,,,,,,,,,,,,
Data Analysis in Nuclear Medicine,,,,,,,,,,,,,,,,,
Data Analysis in Radiotherapy,,,,,,,,,,,,,,,,,
De escalation Techniques,,,,,,,,,,,,,,,,,
Death Certification,,,,,,,,,,,,,,,,,
Debridement,,,,,,,,,,,,,,,,,
Debriefing and Postincident Analysis,,,,,,,,,,,,,,,,,
Deceased Donor Management,,,,,,,,,,,,,,,,,
Decision Making,,,,,,,,,,,,,,,,,
Decision Making in Serious Illness,,,,,,,,,,,,,,,,,
Decompression Sickness Management,,,,,,,,,,,,,,,,,
Decompression Sickness Treatment,,,,,,,,,,,,,,,,,
Decontamination Techniques,,,,,,,,,,,,,,,,,
Decortication,,,,,,,,,,,,,,,,,
Decortication and Pleurodesis,,,,,,,,,,,,,,,,,
Deep Brain Stimulation DBS,,,,,,,,,,,,,,,,,
Deep Brain Stimulation Programming,,,,,,,,,,,,,,,,,
Deep Vein Thrombosis DVT Management,,,,,,,,,,,,,,,,,
Defense Mechanism Identification,,,,,,,,,,,,,,,,,
Defibrillation,,,,,,,,,,,,,,,,,
Delayed Puberty Evaluation and Treatment,,,,,,,,,,,,,,,,,
Delayed Reconstruction,,,,,,,,,,,,,,,,,
Delirium Diagnosis and Management,,,,,,,,,,,,,,,,,
Delirium Frailty,,,,,,,,,,,,,,,,,
Delirium Identification,,,,,,,,,,,,,,,,,
Demand Planning,,,,,,,,,,,,,,,,,
Dementia Care and Support,,,,,,,,,,,,,,,,,
Dementia Diagnosis,,,,,,,,,,,,,,,,,
Dementia Evaluation,,,,,,,,,,,,,,,,,
Dementia Management,,,,,,,,,,,,,,,,,
Demographic History Reconstruction,,,,,,,,,,,,,,,,,
Dengue Fever Management,,,,,,,,,,,,,,,,,
Dengue Fever Treatment,,,,,,,,,,,,,,,,,
Denial Management,,,,,,,,,,,,,,,,,
Dental and Orthodontic Coordination,,,,,,,,,,,,,,,,,
Dental Implant Placement,,,,,,,,,,,,,,,,,
Depression and Anxiety Management,,,,,,,,,,,,,,,,,
Depression and Anxiety Management in the Elderly,,,,,,,,,,,,,,,,,
Depression and Anxiety Treatment,,,,,,,,,,,,,,,,,
Depression Management,,,,,,,,,,,,,,,,,
Depression Screening and Management,,,,,,,,,,,,,,,,,
Dermabrasion,,,,,,,,,,,,,,,,,
Dermal Fillers,,,,,,,,,,,,,,,,,
Dermal Fillers Administration,,,,,,,,,,,,,,,,,
Dermal Fillers Injection,,,,,,,,,,,,,,,,,
Dermatitis Diagnosis,,,,,,,,,,,,,,,,,
Dermatitis Treatment,,,,,,,,,,,,,,,,,
Dermatologic Condition Management,,,,,,,,,,,,,,,,,
Dermatologic Eosinophilic Disorder Management,,,,,,,,,,,,,,,,,
Dermatologic Evaluation,,,,,,,,,,,,,,,,,
Dermatologic Examination,,,,,,,,,,,,,,,,,
Dermatologic Procedures,,,,,,,,,,,,,,,,,
Dermatologic Surgery,,,,,,,,,,,,,,,,,
Dermatologic Surgery Pathology,,,,,,,,,,,,,,,,,
Dermatologic Symptom Management,,,,,,,,,,,,,,,,,
Dermatological Assessment,,,,,,,,,,,,,,,,,
Dermatological Examination,,,,,,,,,,,,,,,,,
Dermatological Procedures in Children,,,,,,,,,,,,,,,,,
Dermatopathology,,,,,,,,,,,,,,,,,
Dermatopathology Interpretation,,,,,,,,,,,,,,,,,
Dermatopathology Reporting,,,,,,,,,,,,,,,,,
Dermatophytosis Management,,,,,,,,,,,,,,,,,
Dermatoscopy,,,,,,,,,,,,,,,,,
Dermatoscopy and Skin Examination,,,,,,,,,,,,,,,,,
Dermoscopic Examination,,,,,,,,,,,,,,,,,
Desensitization Protocols,,,,,,,,,,,,,,,,,
Desensitization Protocols for Drug Allergies,,,,,,,,,,,,,,,,,
Desmopressin Administration,,,,,,,,,,,,,,,,,
Desmopressin DDAVP Therapy,,,,,,,,,,,,,,,,,
Detector Performance Evaluation,,,,,,,,,,,,,,,,,
Detoxification Management,,,,,,,,,,,,,,,,,
Detoxification Protocols,,,,,,,,,,,,,,,,,
Detoxification Therapy,,,,,,,,,,,,,,,,,
Development of Counseling Protocols,,,,,,,,,,,,,,,,,
Developmental and Behavioral Pediatrics,,,,,,,,,,,,,,,,,
Developmental Assessment,,,,,,,,,,,,,,,,,
Developmental Care for Neonates,,,,,,,,,,,,,,,,,
Developmental Delay and Intellectual Disabilities,,,,,,,,,,,,,,,,,
Developmental Dysplasia of the Hip DDH,,,,,,,,,,,,,,,,,
Developmental Epigenetics,,,,,,,,,,,,,,,,,
Developmental Genetics,,,,,,,,,,,,,,,,,
Developmental Neurotoxicology,,,,,,,,,,,,,,,,,
Developmental Screening and Assessment,,,,,,,,,,,,,,,,,
Developmental Screening Tools,,,,,,,,,,,,,,,,,
Device Troubleshooting,,,,,,,,,,,,,,,,,
Diabetes and Pregnancy Management,,,,,,,,,,,,,,,,,
Diabetes Assessment,,,,,,,,,,,,,,,,,
Diabetes Complication Prevention,,,,,,,,,,,,,,,,,
Diabetes Complication Screening,,,,,,,,,,,,,,,,,
Diabetes Complications Management,,,,,,,,,,,,,,,,,
Diabetes Consultation and Evaluation,,,,,,,,,,,,,,,,,
Diabetes Device Troubleshooting,,,,,,,,,,,,,,,,,
Diabetes Diagnosis,,,,,,,,,,,,,,,,,
Diabetes Education,,,,,,,,,,,,,,,,,
Diabetes Education and Counseling,,,,,,,,,,,,,,,,,
Diabetes Education and SelfManagement Training,,,,,,,,,,,,,,,,,
Diabetes Education for Families,,,,,,,,,,,,,,,,,
Diabetes Education Programs,,,,,,,,,,,,,,,,,
Diabetes in Pregnancy Management,,,,,,,,,,,,,,,,,
Diabetes Insipidus Management,,,,,,,,,,,,,,,,,
Diabetes Management,,,,,,,,,,,,,,,,,
Diabetes Mellitus Diagnosis,,,,,,,,,,,,,,,,,
Diabetes Mellitus Genetic Evaluation,,,,,,,,,,,,,,,,,
Diabetes Prevention,,,,,,,,,,,,,,,,,
Diabetes Related Surgery,,,,,,,,,,,,,,,,,
Diabetes Research,,,,,,,,,,,,,,,,,
Diabetes Risk Factor Management,,,,,,,,,,,,,,,,,
Diabetes Self Management Training,,,,,,,,,,,,,,,,,
Diabetes Software Management,,,,,,,,,,,,,,,,,
Diabetes Surgery,,,,,,,,,,,,,,,,,
Diabetes Technology Utilization,,,,,,,,,,,,,,,,,
Diabetes Telemedicine and Remote Monitoring,,,,,,,,,,,,,,,,,
Diabetic Complications Management,,,,,,,,,,,,,,,,,
Diabetic Foot Assessment,,,,,,,,,,,,,,,,,
Diabetic Foot Care,,,,,,,,,,,,,,,,,
Diabetic Foot Care and Surgery,,,,,,,,,,,,,,,,,
Diabetic Foot Care and Ulcer Management,,,,,,,,,,,,,,,,,
Diabetic Foot Risk Stratification,,,,,,,,,,,,,,,,,
Diabetic Foot Ulcer Treatment,,,,,,,,,,,,,,,,,
Diabetic Ketoacidosis Management,,,,,,,,,,,,,,,,,
Diabetic Ketoacidosis Treatment,,,,,,,,,,,,,,,,,
Diabetic Kidney Disease Management,,,,,,,,,,,,,,,,,
Diabetic Kidney Disease Prevention,,,,,,,,,,,,,,,,,
Diabetic Nephropathy Assessment and Management,,,,,,,,,,,,,,,,,
Diabetic Nephropathy Diagnosis,,,,,,,,,,,,,,,,,
Diabetic Nephropathy Management,,,,,,,,,,,,,,,,,
Diabetic Nephropathy Treatment,,,,,,,,,,,,,,,,,
Diabetic Neuropathy Assessment and Management,,,,,,,,,,,,,,,,,
Diabetic Neuropathy Management,,,,,,,,,,,,,,,,,
Diabetic Neuropathy Treatment,,,,,,,,,,,,,,,,,
Diabetic Retinopathy Management,,,,,,,,,,,,,,,,,
Diabetic Retinopathy Screening,,,,,,,,,,,,,,,,,
Diabetic Retinopathy Screening and Management,,,,,,,,,,,,,,,,,
Diagnosis,,,,,,,,,,,,,,,,,
Diagnosis and Classification of Acne,,,,,,,,,,,,,,,,,
Diagnosis and Classification of Cataracts,,,,,,,,,,,,,,,,,
Diagnosis and Classification of Genetic Eye Disorders,,,,,,,,,,,,,,,,,
Diagnosis and Classification of Glaucoma,,,,,,,,,,,,,,,,,
Diagnosis and Classification of Ocular Tumors,,,,,,,,,,,,,,,,,
Diagnosis and Classification of Strabismus Eye Misalignment,,,,,,,,,,,,,,,,,
Diagnosis and Management of Acne,,,,,,,,,,,,,,,,,
Diagnosis and Management of Anemia in Children,,,,,,,,,,,,,,,,,
Diagnosis and Management of Autoimmune Skin Disorders,,,,,,,,,,,,,,,,,
Diagnosis and Management of Bacterial Infections,,,,,,,,,,,,,,,,,
Diagnosis and Management of Behets Disease,,,,,,,,,,,,,,,,,
Diagnosis and Management of Central Sleep Apnea CSA,,,,,,,,,,,,,,,,,
Diagnosis and Management of Circadian Rhythm Sleep Disorders,,,,,,,,,,,,,,,,,
Diagnosis and Management of Congenital Anomalies in Neonates,,,,,,,,,,,,,,,,,
Diagnosis and Management of Congenital Heart Defects,,,,,,,,,,,,,,,,,
Diagnosis and Management of Congenital Lung Anomalies,,,,,,,,,,,,,,,,,
Diagnosis and Management of Corneal Diseases,,,,,,,,,,,,,,,,,
Diagnosis and Management of Crystal Arthropathies CPPD HADD,,,,,,,,,,,,,,,,,
Diagnosis and Management of Cutaneous Manifestations of Systemic Infections,,,,,,,,,,,,,,,,,
Diagnosis and Management of Cutaneous Vasculitis,,,,,,,,,,,,,,,,,
Diagnosis and Management of Disorders of Sexual Development DSD,,,,,,,,,,,,,,,,,
Diagnosis and Management of Dry Eye Syndrome,,,,,,,,,,,,,,,,,
Diagnosis and Management of Eczema,,,,,,,,,,,,,,,,,
Diagnosis and Management of Fungal Infections,,,,,,,,,,,,,,,,,
Diagnosis and Management of Genetic Corneal Dystrophies,,,,,,,,,,,,,,,,,
Diagnosis and Management of HIVAssociated Dermatologic Conditions,,,,,,,,,,,,,,,,,
Diagnosis and Management of ICU Infections,,,,,,,,,,,,,,,,,
Diagnosis and Management of Infectious Arthritis,,,,,,,,,,,,,,,,,
Diagnosis and Management of Insomnia,,,,,,,,,,,,,,,,,
Diagnosis and Management of Juvenile Idiopathic Arthritis,,,,,,,,,,,,,,,,,
Diagnosis and Management of Narcolepsy,,,,,,,,,,,,,,,,,
Diagnosis and Management of Obstructive Sleep Apnea OSA,,,,,,,,,,,,,,,,,
Diagnosis and Management of Pagets Disease of Bone,,,,,,,,,,,,,,,,,
Diagnosis and Management of Papilledema,,,,,,,,,,,,,,,,,
Diagnosis and Management of Parasitic Infections,,,,,,,,,,,,,,,,,
Diagnosis and Management of Parasomnias,,,,,,,,,,,,,,,,,
Diagnosis and Management of Pediatric Cancers,,,,,,,,,,,,,,,,,
Diagnosis and Management of Pediatric Connective Tissue Disorders,,,,,,,,,,,,,,,,,
Diagnosis and Management of Pediatric Fever of Unknown Origin,,,,,,,,,,,,,,,,,
Diagnosis and Management of Pediatric Gastrointestinal Disorders,,,,,,,,,,,,,,,,,
Diagnosis and Management of Pelvic Pain,,,,,,,,,,,,,,,,,
Diagnosis and Management of Photoaging,,,,,,,,,,,,,,,,,
Diagnosis and Management of Polymyalgia Rheumatica,,,,,,,,,,,,,,,,,
Diagnosis and Management of Pressure Ulcers,,,,,,,,,,,,,,,,,
Diagnosis and Management of Pruritus,,,,,,,,,,,,,,,,,
Diagnosis and Management of Psoriasis,,,,,,,,,,,,,,,,,
Diagnosis and Management of Reactive Arthritis,,,,,,,,,,,,,,,,,
Diagnosis and Management of Restless Legs Syndrome RLS,,,,,,,,,,,,,,,,,
Diagnosis and Management of Retinal Diseases,,,,,,,,,,,,,,,,,
Diagnosis and Management of Rheumatoid Arthritis,,,,,,,,,,,,,,,,,
Diagnosis and Management of Sexually Transmitted Infections STIs,,,,,,,,,,,,,,,,,
Diagnosis and Management of Systemic Sclerosis Scleroderma,,,,,,,,,,,,,,,,,
Diagnosis and Management of Urticaria Hives,,,,,,,,,,,,,,,,,
Diagnosis and Management of Viral Infections,,,,,,,,,,,,,,,,,
Diagnosis and Management of Voiding Dysfunction,,,,,,,,,,,,,,,,,
Diagnosis and Treatment of Acute Illnesses,,,,,,,,,,,,,,,,,
Diagnosis and Treatment of Atopic Dermatitis Eczema,,,,,,,,,,,,,,,,,
Diagnosis and Treatment of Eczema Atopic Dermatitis,,,,,,,,,,,,,,,,,
Diagnosis and Treatment of Neonatal Infections,,,,,,,,,,,,,,,,,
Diagnosis and Treatment of Obesityrelated Conditions,,,,,,,,,,,,,,,,,
Diagnosis and Treatment of Pediatric Acne,,,,,,,,,,,,,,,,,
Diagnosis and Treatment of Pediatric Infections Impetigo Warts,,,,,,,,,,,,,,,,,
Diagnosis and Treatment of Pediatric Malabsorption Syndromes,,,,,,,,,,,,,,,,,
Diagnosis and Treatment of Photodermatoses,,,,,,,,,,,,,,,,,
Diagnosis and Treatment of Skin Allergies,,,,,,,,,,,,,,,,,
Diagnosis and Treatment of Skin Cancer in Older Adults,,,,,,,,,,,,,,,,,
Diagnosis of APS,,,,,,,,,,,,,,,,,
Diagnosis of Cushings Syndrome,,,,,,,,,,,,,,,,,
Diagnosis of Eczema Atopic Dermatitis,,,,,,,,,,,,,,,,,
Diagnosis of Hair Loss Disorders,,,,,,,,,,,,,,,,,
Diagnosis of Neuropathic Pain,,,,,,,,,,,,,,,,,
Diagnosis of Pigmentation Disorders,,,,,,,,,,,,,,,,,
Diagnosis of Polycystic Kidney Disease PKD,,,,,,,,,,,,,,,,,
Diagnosis of Psoriasis,,,,,,,,,,,,,,,,,
Diagnosis of Rheumatic Fever,,,,,,,,,,,,,,,,,
Diagnosis of Sexual Disorders,,,,,,,,,,,,,,,,,
Diagnosis of Skin Cancers,,,,,,,,,,,,,,,,,
Diagnosis of Skin Cancers Melanoma,,,,,,,,,,,,,,,,,
Diagnosis of Skin Infections,,,,,,,,,,,,,,,,,
Diagnostic Allergy Procedures,,,,,,,,,,,,,,,,,
Diagnostic Assessment,,,,,,,,,,,,,,,,,
Diagnostic Biopsy,,,,,,,,,,,,,,,,,
Diagnostic Cardiac Imaging,,,,,,,,,,,,,,,,,
Diagnostic Colonoscopy,,,,,,,,,,,,,,,,,
Diagnostic Consultation,,,,,,,,,,,,,,,,,
Diagnostic Cystoscopy,,,,,,,,,,,,,,,,,
Diagnostic Cytology,,,,,,,,,,,,,,,,,
Diagnostic Endoscopy,,,,,,,,,,,,,,,,,
Diagnostic Esophagogastroduodenoscopy EGD,,,,,,,,,,,,,,,,,
Diagnostic Evaluation,,,,,,,,,,,,,,,,,
Diagnostic Evaluation of Ear Conditions,,,,,,,,,,,,,,,,,
Diagnostic Formulation,,,,,,,,,,,,,,,,,
Diagnostic Hematology,,,,,,,,,,,,,,,,,
Diagnostic Hemostasis,,,,,,,,,,,,,,,,,
Diagnostic Histology,,,,,,,,,,,,,,,,,
Diagnostic Imaging,,,,,,,,,,,,,,,,,
Diagnostic Imaging Agents Preparation,,,,,,,,,,,,,,,,,
Diagnostic Imaging for Oncology,,,,,,,,,,,,,,,,,
Diagnostic Imaging Interpretation,,,,,,,,,,,,,,,,,
Diagnostic Imaging Protocols,,,,,,,,,,,,,,,,,
Diagnostic Imaging Skills,,,,,,,,,,,,,,,,,
Diagnostic Immunology,,,,,,,,,,,,,,,,,
Diagnostic Interpretation,,,,,,,,,,,,,,,,,
Diagnostic Interpretation of Bone and Joint Imaging,,,,,,,,,,,,,,,,,
Diagnostic Interpretation of Bone Scans,,,,,,,,,,,,,,,,,
Diagnostic Interpretation of Brain and Spinal Imaging,,,,,,,,,,,,,,,,,
Diagnostic Interpretation of Breast Imaging,,,,,,,,,,,,,,,,,
Diagnostic Interpretation of Chest Imaging,,,,,,,,,,,,,,,,,
Diagnostic Interpretation of GI Imaging,,,,,,,,,,,,,,,,,
Diagnostic Interpretation of Head and Neck Imaging,,,,,,,,,,,,,,,,,
Diagnostic Interpretation of Nuclear Imaging Studies,,,,,,,,,,,,,,,,,
Diagnostic Laboratory Procedures,,,,,,,,,,,,,,,,,
Diagnostic Laboratory Techniques,,,,,,,,,,,,,,,,,
Diagnostic Microbiology,,,,,,,,,,,,,,,,,
Diagnostic Microscopy,,,,,,,,,,,,,,,,,
Diagnostic Nerve Blocks,,,,,,,,,,,,,,,,,
Diagnostic Neuroimaging,,,,,,,,,,,,,,,,,
Diagnostic Parasitology,,,,,,,,,,,,,,,,,
Diagnostic Pathology,,,,,,,,,,,,,,,,,
Diagnostic Radiology,,,,,,,,,,,,,,,,,
Diagnostic Radiology for Influenza,,,,,,,,,,,,,,,,,
Diagnostic Reporting,,,,,,,,,,,,,,,,,
Diagnostic Skills,,,,,,,,,,,,,,,,,
Diagnostic Surgical Biopsy Techniques,,,,,,,,,,,,,,,,,
Diagnostic Test Interpretation,,,,,,,,,,,,,,,,,
Diagnostic Testing,,,,,,,,,,,,,,,,,
Diagnostic Testing and Interpretation,,,,,,,,,,,,,,,,,
Diagnostic Tools in Dermatologic Microbiology,,,,,,,,,,,,,,,,,
Diagnostic Ultrasound,,,,,,,,,,,,,,,,,
Diagnostic Virology,,,,,,,,,,,,,,,,,
Dialectical Behavior Therapy DBT,,,,,,,,,,,,,,,,,
Dialysis,,,,,,,,,,,,,,,,,
Dialysis Access Infection Control,,,,,,,,,,,,,,,,,
Dialysis Access Management,,,,,,,,,,,,,,,,,
Dialysis Access Surgery,,,,,,,,,,,,,,,,,
Dialysis Adequacy Assessment,,,,,,,,,,,,,,,,,
Dialysis Catheter Insertion,,,,,,,,,,,,,,,,,
Dialysis Complication Management,,,,,,,,,,,,,,,,,
Dialysis Coordination,,,,,,,,,,,,,,,,,
Dialysis Initiation and Management,,,,,,,,,,,,,,,,,
Dialysis Management,,,,,,,,,,,,,,,,,
Dialysis Modalities in Pediatric Patients,,,,,,,,,,,,,,,,,
Dialysis Nutrition,,,,,,,,,,,,,,,,,
Dialysis Outcomes Assessment,,,,,,,,,,,,,,,,,
Dialysis Planning,,,,,,,,,,,,,,,,,
Dialysis Prescription,,,,,,,,,,,,,,,,,
Dialysis Procedures,,,,,,,,,,,,,,,,,
Dialysis related Pathology,,,,,,,,,,,,,,,,,
Dialysis Techniques,,,,,,,,,,,,,,,,,
Dialysis Technology and Equipment Handling,,,,,,,,,,,,,,,,,
Diaphragmatic Repair,,,,,,,,,,,,,,,,,
Diaphragmatic Surgery,,,,,,,,,,,,,,,,,
DIEP Flap Surgery,,,,,,,,,,,,,,,,,
Diet and Lifestyle Counseling,,,,,,,,,,,,,,,,,
Diet Planning,,,,,,,,,,,,,,,,,
Diet Planning for Immune Health,,,,,,,,,,,,,,,,,
Dietary Counseling,,,,,,,,,,,,,,,,,
Dietary Management,,,,,,,,,,,,,,,,,
Dietary Management for Esophageal Disorders,,,,,,,,,,,,,,,,,
Dietary Management of Food Allergies,,,,,,,,,,,,,,,,,
Dietary Modifications for Dysphagia,,,,,,,,,,,,,,,,,
Dietary Supplementation,,,,,,,,,,,,,,,,,
Dietetic Planning,,,,,,,,,,,,,,,,,
Differential Diagnosis,,,,,,,,,,,,,,,,,
Differential Diagnosis of Arthritis,,,,,,,,,,,,,,,,,
Differential Diagnosis of ILD,,,,,,,,,,,,,,,,,
Differential Diagnosis of Movement Disorders,,,,,,,,,,,,,,,,,
Differential Diagnosis of Seizures,,,,,,,,,,,,,,,,,
Differential Diagnosis of Thyroid Disorders,,,,,,,,,,,,,,,,,
Differentiation of Acne Types,,,,,,,,,,,,,,,,,
Diffusion Capacity Testing,,,,,,,,,,,,,,,,,
Digestive System Pathology,,,,,,,,,,,,,,,,,
Digital Blood Flow Measurement,,,,,,,,,,,,,,,,,
Digital Health Records Management,,,,,,,,,,,,,,,,,
Digital Imaging and Planning,,,,,,,,,,,,,,,,,
Digital Pathology,,,,,,,,,,,,,,,,,
Digital Rectal Exam DRE,,,,,,,,,,,,,,,,,
Digital Replantation,,,,,,,,,,,,,,,,,
Digital Revascularization,,,,,,,,,,,,,,,,,
Digital Transformation,,,,,,,,,,,,,,,,,
Direct Immunofluorescence,,,,,,,,,,,,,,,,,
Directed Blood Donation,,,,,,,,,,,,,,,,,
Disability Evaluation,,,,,,,,,,,,,,,,,
Disability Management,,,,,,,,,,,,,,,,,
Disaster and Mass Casualty Management,,,,,,,,,,,,,,,,,
Disaster Medicine,,,,,,,,,,,,,,,,,
Disaster Preparedness Planning,,,,,,,,,,,,,,,,,
Disaster Recovery Planning,,,,,,,,,,,,,,,,,
Disaster Response Coordination,,,,,,,,,,,,,,,,,
Disaster Risk Assessment,,,,,,,,,,,,,,,,,
Discharge Planning,,,,,,,,,,,,,,,,,
Discharge Planning and Transitional Care,,,,,,,,,,,,,,,,,
Disciplinary Procedures,,,,,,,,,,,,,,,,,
Discography,,,,,,,,,,,,,,,,,
Disease Activity Monitoring,,,,,,,,,,,,,,,,,
Disease Activity Scoring,,,,,,,,,,,,,,,,,
Disease Diagnosis,,,,,,,,,,,,,,,,,
Disease Gene Mapping,,,,,,,,,,,,,,,,,
Disease Mechanism Analysis,,,,,,,,,,,,,,,,,
Disease Modifying Antirheumatic Drug DMARD Management,,,,,,,,,,,,,,,,,
Disease Modifying AntiRheumatic Drug DMARD Therapy,,,,,,,,,,,,,,,,,
Disease Monitoring,,,,,,,,,,,,,,,,,
Disease Outbreak Modeling,,,,,,,,,,,,,,,,,
Disease Prevention,,,,,,,,,,,,,,,,,
Disease Prevention Strategies,,,,,,,,,,,,,,,,,
Disease Prognosis,,,,,,,,,,,,,,,,,
Disease Surveillance,,,,,,,,,,,,,,,,,
Disease Transmission Prevention,,,,,,,,,,,,,,,,,
Disorders of Puberty,,,,,,,,,,,,,,,,,
Disorders of Sexual Development,,,,,,,,,,,,,,,,,
Disorders of Vitamin D Metabolism,,,,,,,,,,,,,,,,,
Disseminated Intravascular Coagulation DIC Management,,,,,,,,,,,,,,,,,
Distal Pancreatectomy,,,,,,,,,,,,,,,,,
Distal Radius and Ulna Fracture Management,,,,,,,,,,,,,,,,,
Distraction Osteogenesis,,,,,,,,,,,,,,,,,
Diuretic Therapy,,,,,,,,,,,,,,,,,
Dive Medicine,,,,,,,,,,,,,,,,,
Diversity and Inclusion Initiatives,,,,,,,,,,,,,,,,,
Diversity and Inclusion Strategy,,,,,,,,,,,,,,,,,
Diverticular Disease Treatment,,,,,,,,,,,,,,,,,
Diving Medicine,,,,,,,,,,,,,,,,,
Diving Physiology,,,,,,,,,,,,,,,,,
Dix Hallpike Maneuver,,,,,,,,,,,,,,,,,
DMAIC Methodology,,,,,,,,,,,,,,,,,
DNA Analysis,,,,,,,,,,,,,,,,,
DNA Damage and Repair Mechanisms,,,,,,,,,,,,,,,,,
DNA Extraction,,,,,,,,,,,,,,,,,
DNA Methylation Analysis,,,,,,,,,,,,,,,,,
DNA RNA Extraction,,,,,,,,,,,,,,,,,
DNA Sequence Analysis,,,,,,,,,,,,,,,,,
DNA Sequencing,,,,,,,,,,,,,,,,,
DNA Sequencing Analysis,,,,,,,,,,,,,,,,,
Docking and Undocking Procedures,,,,,,,,,,,,,,,,,
Document Management,,,,,,,,,,,,,,,,,
Documentation,,,,,,,,,,,,,,,,,
Documentation and Record Keeping,,,,,,,,,,,,,,,,,
Documentation and Record Keeping in ICU,,,,,,,,,,,,,,,,,
Documentation and Reporting,,,,,,,,,,,,,,,,,
Documentation Management,,,,,,,,,,,,,,,,,
Documentation Review,,,,,,,,,,,,,,,,,
Documentation Standards,,,,,,,,,,,,,,,,,
Donor Egg and Sperm Program Management,,,,,,,,,,,,,,,,,
Donor Evaluation,,,,,,,,,,,,,,,,,
Donor Evaluation and Selection,,,,,,,,,,,,,,,,,
Donor Matching and Selection,,,,,,,,,,,,,,,,,
Donor Organ Procurement,,,,,,,,,,,,,,,,,
Donor Recruitment and Retention,,,,,,,,,,,,,,,,,
Donor Screening,,,,,,,,,,,,,,,,,
Donor Selection,,,,,,,,,,,,,,,,,
Donor Selection and Matching,,,,,,,,,,,,,,,,,
Donor Site Management,,,,,,,,,,,,,,,,,
Doppler Sonography,,,,,,,,,,,,,,,,,
Doppler Ultrasound,,,,,,,,,,,,,,,,,
Doppler Ultrasound Assessment,,,,,,,,,,,,,,,,,
Doppler Ultrasound Skills,,,,,,,,,,,,,,,,,
Dorsal Hump Reduction,,,,,,,,,,,,,,,,,
Dosage Adjustment,,,,,,,,,,,,,,,,,
Dosage Calculation for Radiopharmaceuticals,,,,,,,,,,,,,,,,,
Dose Calculation,,,,,,,,,,,,,,,,,
Dose Calculation and Distribution,,,,,,,,,,,,,,,,,
Dose Optimization,,,,,,,,,,,,,,,,,
Dosimetric Analysis,,,,,,,,,,,,,,,,,
Dosimetry,,,,,,,,,,,,,,,,,
Dosimetry and Radiation Safety,,,,,,,,,,,,,,,,,
Dosimetry Calculation,,,,,,,,,,,,,,,,,
Dosimetry Calculation for Radionuclide Therapy,,,,,,,,,,,,,,,,,
Driving Assessments and Counseling,,,,,,,,,,,,,,,,,
Drug Allergy Diagnosis and Management,,,,,,,,,,,,,,,,,
Drug Allergy Evaluation,,,,,,,,,,,,,,,,,
Drug Allergy Management,,,,,,,,,,,,,,,,,
Drug Allergy Testing,,,,,,,,,,,,,,,,,
Drug Allergy Testing and Interpretation,,,,,,,,,,,,,,,,,
Drug Challenge Testing,,,,,,,,,,,,,,,,,
Drug Concentration Measurement,,,,,,,,,,,,,,,,,
Drug Desensitization Protocols,,,,,,,,,,,,,,,,,
Drug Development and Screening,,,,,,,,,,,,,,,,,
Drug Dosing Adjustments,,,,,,,,,,,,,,,,,
Drug Efficacy Monitoring,,,,,,,,,,,,,,,,,
Drug Gene Interaction Analysis,,,,,,,,,,,,,,,,,
Drug Hypersensitivity Testing,,,,,,,,,,,,,,,,,
Drug Induced Immunodeficiency Management,,,,,,,,,,,,,,,,,
Drug Induced Thrombocytopenia Management,,,,,,,,,,,,,,,,,
Drug Interaction Analysis,,,,,,,,,,,,,,,,,
Drug Interaction Assessment,,,,,,,,,,,,,,,,,
Drug Interaction Evaluation,,,,,,,,,,,,,,,,,
Drug Interactions with Radiopharmaceuticals,,,,,,,,,,,,,,,,,
Drug Metabolism Evaluation,,,,,,,,,,,,,,,,,
Drug Monitoring,,,,,,,,,,,,,,,,,
Drug Monitoring and Toxicology Screening,,,,,,,,,,,,,,,,,
Drug Overdose Treatment,,,,,,,,,,,,,,,,,
Drug Reaction Diagnosis,,,,,,,,,,,,,,,,,
Drug Reaction Management,,,,,,,,,,,,,,,,,
Drug Receptor Interaction,,,,,,,,,,,,,,,,,
Drug Resistance Management,,,,,,,,,,,,,,,,,
Drug Resistance Mechanisms,,,,,,,,,,,,,,,,,
Drug Resistance Testing,,,,,,,,,,,,,,,,,
Drug Toxicity Assessment,,,,,,,,,,,,,,,,,
Dry Eye Management,,,,,,,,,,,,,,,,,
Dry Mouth Management,,,,,,,,,,,,,,,,,
Dual Diagnosis Management,,,,,,,,,,,,,,,,,
Duodenoscopy,,,,,,,,,,,,,,,,,
Dupilumab,,,,,,,,,,,,,,,,,
Dupuytrens Contracture Surgery,,,,,,,,,,,,,,,,,
Dupuytrens Contracture Treatment,,,,,,,,,,,,,,,,,
Dynamic Endocrine Testing,,,,,,,,,,,,,,,,,
Dynamic Visual Acuity Testing,,,,,,,,,,,,,,,,,
Dysautonomia Management,,,,,,,,,,,,,,,,,
Dyslipidemia Treatment,,,,,,,,,,,,,,,,,
Dysmorphology,,,,,,,,,,,,,,,,,
Dysmorphology Assessment,,,,,,,,,,,,,,,,,
Dysphagia Evaluation and Treatment,,,,,,,,,,,,,,,,,
Dyspnea Management,,,,,,,,,,,,,,,,,
Dystonia Treatment,,,,,,,,,,,,,,,,,
E Prescribing,,,,,,,,,,,,,,,,,
Ear Canal Reconstruction,,,,,,,,,,,,,,,,,
